industry,total_funding,status,country,region,city,funding_rounds,company_age
23137,2.029865095640878,2,21,79,272,2.1672263317538576,-0.12053128392094872
7337,-0.00677519728265947,2,122,645,773,2.854502917137255,0.9468953312570904
3576,-0.0858144733604678,1,56,915,3827,-0.5818800097797329,-0.21757006711895227
23072,-0.07854102093724945,3,21,835,3510,0.10539657560366476,0.2676238488710655
21566,-0.08386318329682789,3,104,843,3558,-0.5818800097797329,-0.12053128392094872
7530,1.126657831583432,3,122,788,2546,4.22905608790405,0.17058506567306195
7741,-0.08688367339533898,3,18,930,3893,-0.5818800097797329,-0.31460885031695585
13684,-0.07645897305534498,3,122,788,575,-0.5818800097797329,0.7528177648610833
23156,-0.07645897305534498,3,122,306,3242,-0.5818800097797329,-0.6057251999109665
15986,-0.06576697270663319,3,52,70,229,-0.5818800097797329,0.6557789816630797
10987,-0.08447797331687881,3,122,539,3253,-0.5818800097797329,0.07354628247505839
22202,-0.0850125733343144,3,122,194,4227,-0.5818800097797329,0.07354628247505839
1453,-0.07645897305534498,1,38,716,2909,-0.5818800097797329,0.17058506567306195
20406,-0.07645897305534498,3,85,38,92,-0.5818800097797329,-0.12053128392094872
9223,-0.0016149706143624416,3,122,804,570,-0.5818800097797329,-0.21757006711895227
5278,-0.07645897305534498,3,122,788,3379,-0.5818800097797329,-0.508686416712963
23072,-0.08688367339533898,1,122,774,3234,-0.5818800097797329,-0.21757006711895227
23109,-0.07141893040871021,3,35,573,2261,0.7926731609870624,-0.21757006711895227
23072,-0.08554717335175,3,122,428,1751,0.10539657560366476,-0.4116476335149594
23072,-0.07645897305534498,3,21,79,272,-0.5818800097797329,0.36466263206906907
23111,-0.07645897305534498,3,122,788,3672,-0.5818800097797329,-0.31460885031695585
15276,-0.08652014538348277,1,122,244,426,-0.5818800097797329,-0.4116476335149594
9627,-0.05590461277897951,3,122,788,2895,-0.5818800097797329,-0.02349250072294517
372,-0.07645897305534498,3,122,539,4272,-0.5818800097797329,0.17058506567306195
23072,-0.07645897305534498,3,56,915,3827,-0.5818800097797329,-0.12053128392094872
15627,-0.033690971660497816,3,104,788,3379,0.7926731609870624,0.4617014152670726
12436,-0.04277917195690283,3,101,623,2531,0.7926731609870624,-0.4116476335149594
23072,-0.05087367912489928,3,18,930,3893,-0.5818800097797329,-0.02349250072294517
14958,0.2977610391495677,3,122,213,836,0.10539657560366476,0.8498565480590868
20733,-0.07645897305534498,3,122,788,3379,-0.5818800097797329,-0.02349250072294517
23072,-0.08510345533727846,3,4,126,481,0.10539657560366476,-0.21757006711895227
